OTU ID	C3.110101	8.031003	2.071703	C11.092001	2.40301	7.051803	7.042002	7.070101	4.020701	7.030803	4.010402	4.011602	4.120403	C14.112902	4.112003	10.120602	2.062501	C11.120501	10.061303	8.111401	3.80403	3.052601	2.021503	8.050603	8.011403	7.112902.06.MC044	3.111301.MC026	7.010201.MC242	3.011101.MC225	C11.112101.MC085	C3.092002.MC079	C3.112902.MC078	C14.110102.MC102	2.051801.MC214	7.021304.MC295	10.100501.MC108	10.110901.MC063	2.081802.MC222	2.110501.MC018	7.100101.MC257	4.052802.MC029	7.081001.MC002	4.041101.MC293	7.111402.MC259	2.022002.06.MC210	3.70501.MC223	8.030605.MC276	8.040303.MC045	4.062101.MC043	8.121401.MC285	KEGG_Pathways
Polyketide sugar unit biosynthesis	3796	985	2745	1769	3470	6604	3499	4716	4696	1229	2271	1395	5608	19912	3476	952	1763	2281	293	2859	374	1499	1020	2573	1504	8400	628	352	3270	6686	2821	2525	12092	1261	850	22592	4269	6573	6156	10271	6502	2239	1793	1004	345	17706	2323	1543	4587	2044	Metabolism; Metabolism of Terpenoids and Polyketides; Polyketide sugar unit biosynthesis
Pores ion channels	5278	1479	2141	2125	2979	12211	8717	7131	14188	3124	4238	1370	4368	11020	3026	821	1303	1791	411	1969	930	1571	10840	2243	1126	5963	885	1883	5093	13545	3145	2142	7417	1046	941	54129	4213	5193	4890	9864	6711	1605	3759	16336	443	42266	5936	3501	3091	1981	Unclassified; Cellular Processes and Signaling; Pores ion channels
Porphyrin and chlorophyll metabolism	15086	3235	13326	12558	21986	36329	10592	27090	18080	4981	12094	2298	29745	91259	15059	2418	4099	6469	1148	2877	4358	8409	8997	4241	1657	51575	1756	5480	10687	21208	14649	6877	71236	9753	2853	50309	35209	7948	14003	47686	33998	4003	11082	12103	1599	40031	6995	3730	16222	2585	Metabolism; Metabolism of Cofactors and Vitamins; Porphyrin and chlorophyll metabolism
Prenyltransferases	6191	2354	3822	3133	4905	9342	5325	6743	7657	1905	4678	3148	7981	21544	5242	1755	3682	4148	426	6371	960	2219	3543	6007	3130	10584	1071	1372	4391	7467	3615	4545	12503	1603	1536	20456	5857	14982	12540	11679	8774	3696	3930	4292	502	16092	3482	3301	7678	4570	Metabolism; Metabolism of Terpenoids and Polyketides; Prenyltransferases
Primary bile acid biosynthesis	1218	444	899	192	1123	1395	826	1201	1095	270	764	643	1669	3856	774	223	958	874	97	1741	37	354	22	1589	765	1991	132	190	762	1328	756	1160	2251	316	382	4512	1043	4052	3217	3552	1324	663	513	89	34	3512	512	652	1653	1239	Metabolism; Lipid Metabolism; Primary bile acid biosynthesis
Primary immunodeficiency	1208	368	1248	275	1752	2335	923	1922	1389	370	705	540	2317	4775	1449	339	568	842	91	986	131	400	778	909	546	3415	192	406	776	1041	1006	870	3318	631	290	2303	2092	2236	2177	2627	1978	591	483	988	81	1846	628	627	1486	697	Human Diseases; Immune System Diseases; Primary immunodeficiency
Prion diseases	190	4	408	27	558	806	117	710	17	57	93	17	1187	1170	482	57	43	58	29	4	14	21	254	8	25	1455	21	33	8	62	392	223	1114	310	57	19	1040	29	287	460	344	13	100	397	27	40	13	43	218	5	Human Diseases; Neurodegenerative Diseases; Prion diseases
Progesterone-mediated oocyte maturation	569	56	452	484	682	1396	568	973	837	224	326	57	1210	3041	539	103	116	178	43	8	93	357	256	70	45	1629	105	190	409	927	513	265	2239	312	81	2278	1048	90	324	1964	1178	155	239	473	48	1801	256	154	533	19	Organismal Systems; Endocrine System; Progesterone-mediated oocyte maturation
Propanoate metabolism	8799	2841	7184	6605	10454	12979	6697	10529	8351	2181	6124	4213	15186	39757	9398	2832	4937	6180	659	7618	1804	4396	8354	7175	4011	19334	1720	2603	8446	11036	6238	6354	24673	3246	2056	27358	11457	17805	16170	20741	14099	5060	6039	11067	809	21791	4459	4526	11457	5894	Metabolism; Carbohydrate Metabolism; Propanoate metabolism
Prostate cancer	582	65	452	485	682	1537	740	1095	1219	296	337	60	1212	3041	539	103	116	178	44	8	93	357	257	72	45	1629	105	190	409	945	514	274	2239	312	81	2278	1048	90	324	1964	1178	155	239	473	48	1801	469	194	533	19	Human Diseases; Cancers; Prostate cancer
Proteasome	1185	526	676	524	700	1404	676	1201	933	258	738	597	1682	4271	539	141	970	920	87	1742	97	373	386	1640	807	2231	213	212	519	965	711	1137	2289	314	367	2286	1060	4210	3374	2154	1508	885	657	499	54	1801	382	770	1855	1241	"Genetic Information Processing; Folding, Sorting and Degradation; Proteasome"
Protein digestion and absorption	662	225	111	28	2	1309	1166	751	1962	423	411	285	247	615	60	19	427	373	53	868	8	31	3	784	368	301	80	26	401	1491	285	511	25	0	192	6741	4	2043	1531	393	396	401	238	7	9	5254	463	349	669	613	Organismal Systems; Digestive System; Protein digestion and absorption
Protein export	11208	3674	9006	6347	12497	21144	10159	15634	14576	3835	8140	4635	19011	46387	10362	2844	5887	7521	820	9550	1942	5088	6889	8878	5055	25891	1874	2995	7859	13291	8196	7974	30233	4437	2653	31947	15675	21813	20108	27088	17854	5954	6910	8721	1011	25271	5718	5198	13805	6878	"Genetic Information Processing; Folding, Sorting and Degradation; Protein export"
Protein folding and associated processing	12006	4541	9607	5987	13186	19904	10484	15535	15345	3825	8928	5425	18738	54301	9737	2711	7247	8858	892	12162	2063	4188	12984	11255	6061	26031	2119	2851	7416	15010	8340	9100	34230	4195	3137	40969	15040	28395	24767	22260	19016	7474	8494	17437	1131	32319	6008	6982	15939	8879	Unclassified; Genetic Information Processing; Protein folding and associated processing
Protein kinases	6075	1659	7141	3723	11677	9980	3841	7821	5380	1545	3739	2333	10066	30042	5555	1371	3130	4056	411	4862	733	2542	8249	4472	2557	14868	950	1403	4160	6085	4547	4061	19621	2607	1347	13747	8652	11210	10687	18341	11053	2772	3412	11124	535	11004	2175	3266	7001	3740	Metabolism; Enzyme Families; Protein kinases
Protein processing in endoplasmic reticulum	1130	272	566	525	692	2123	1267	1418	2053	481	756	481	1463	3409	1076	322	551	555	97	875	106	388	322	852	414	1949	172	203	777	2311	810	759	2313	313	257	9020	1056	2137	1865	2315	1549	592	512	491	62	7056	507	465	1224	631	"Genetic Information Processing; Folding, Sorting and Degradation; Protein processing in endoplasmic reticulum"
Proximal tubule bicarbonate reclamation	301	93	35	361	137	582	450	252	779	165	206	27	48	210	52	10	12	5	25	0	73	15	259	43	22	11	56	199	318	1031	148	49	59	5	30	4498	87	56	38	201	199	22	195	478	33	3507	324	146	31	18	Organismal Systems; Excretory System; Proximal tubule bicarbonate reclamation
Purine metabolism	44830	16048	34468	23413	46657	73234	32818	57143	44789	12292	31470	20935	74232	191096	43158	12111	26119	31953	3362	44032	7103	17094	28799	40843	22329	102854	7308	11009	29960	51639	32491	34008	121326	17134	11367	136714	60623	101481	90337	98254	68718	25498	28436	37256	3950	107973	20889	22696	57491	31676	Metabolism; Nucleotide Metabolism; Purine metabolism
Pyrimidine metabolism	37073	12412	28544	21792	38871	63167	27336	48372	36515	10235	25228	16336	63159	152229	35341	9408	21050	25951	2801	34753	5673	15334	20733	32195	17677	87043	5935	9061	25513	42779	27447	27726	99417	14828	9225	109373	51973	79749	71991	82501	55426	19643	22298	26563	3206	86325	16063	17379	46415	24831	Metabolism; Nucleotide Metabolism; Pyrimidine metabolism
Pyruvate metabolism	19954	5497	16043	13894	23886	35089	17496	26041	24158	6240	13115	8697	33419	87931	21632	6219	9507	12103	1458	14330	3493	8556	13614	13617	7683	44586	3376	4826	16308	25712	14458	13083	56753	7652	4314	68204	26790	33200	31559	46962	32258	9854	11615	18146	1713	54097	9172	8631	23419	10651	Metabolism; Carbohydrate Metabolism; Pyruvate metabolism
RIG-I-like receptor signaling pathway	16	5	3	0	1	0	32	2	4	0	4	4	3	0	0	3	3	3	0	3	14	13	320	5	2	8	3	7	200	33	4	0	4	2	1	0	1	12	18	88	130	4	38	399	7	37	13	40	0	4	Organismal Systems; Immune System; RIG-I-like receptor signaling pathway
RNA degradation	9806	3234	6572	5086	8045	17616	8487	13274	11866	3167	6735	4170	16775	37340	8571	2274	5444	6257	746	9170	1354	3689	5374	8599	4556	22303	1524	1956	6589	11415	7090	7470	24157	3770	2474	31867	13301	21455	19227	23512	14190	5426	5841	6910	772	25098	4581	4656	12049	6592	"Genetic Information Processing; Folding, Sorting and Degradation; RNA degradation"
RNA polymerase	3385	1312	2311	1982	2910	5018	2242	4132	2810	802	2348	1751	5885	14576	3324	989	2191	2680	252	3766	543	1444	1737	3457	1925	7818	535	816	2208	3270	2383	2760	9041	1260	894	6891	4481	8529	7450	5812	5042	2083	2176	2053	311	5468	1370	1718	4631	2675	Genetic Information Processing; Transcription; RNA polymerase
RNA transport	1952	160	1844	1609	2688	4542	1759	3499	2248	645	1094	601	4861	13458	3068	750	504	1200	147	236	368	1416	1318	254	331	6728	351	493	2300	2672	1912	981	9933	1247	288	4616	4200	299	1325	7819	4668	222	896	1812	191	3715	634	421	2206	190	Genetic Information Processing; Translation; RNA transport
Regulation of actin cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular Processes; Cell Motility; Regulation of actin cytoskeleton
Renal cell carcinoma	24	70	34	16	129	2	71	42	110	8	127	87	30	23	252	97	16	4	2	1	65	1	358	15	16	12	13	50	20	96	7	4	26	7	12	10	74	57	31	60	55	35	159	412	40	4	122	89	6	21	Human Diseases; Cancers; Renal cell carcinoma
Renin-angiotensin system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Endocrine System; Renin-angiotensin system
"Replication, recombination and repair proteins"	16277	4946	11203	12922	14709	25338	10503	21702	12127	3633	10566	7092	35206	76822	17110	4487	9234	11118	1303	14867	2557	4974	9938	14038	7754	42051	2747	3831	9271	14653	12373	13341	49183	7175	4011	27709	25039	34775	32121	35861	25025	8620	10288	13652	1380	22010	5141	7244	21874	10570	"Unclassified; Genetic Information Processing; Replication, recombination and repair proteins"
Restriction enzyme	3400	1205	804	1697	648	3385	3278	2060	5219	1120	2994	1556	2206	8157	1268	645	2035	2263	260	3643	566	1477	1384	3358	1773	2049	647	634	3860	7436	1450	2263	3589	19	735	29268	406	8448	6484	6884	4770	2372	2299	1598	177	22901	1833	1566	4079	2558	Unclassified; Genetic Information Processing; Restriction enzyme
Retinol metabolism	459	262	144	63	53	7	77	170	82	19	282	366	287	1338	287	143	480	438	40	881	42	50	888	816	413	381	155	60	381	957	255	470	383	9	160	4505	46	2125	1631	312	518	403	377	1202	45	3580	161	475	707	687	Metabolism; Metabolism of Cofactors and Vitamins; Retinol metabolism
Rheumatoid arthritis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Immune System Diseases; Rheumatoid arthritis
Riboflavin metabolism	3546	950	2528	2864	4056	4721	3081	3224	4897	1077	2783	1040	3179	14789	1832	603	1294	1682	217	1868	629	1116	4079	1998	971	4563	500	1214	3237	6497	1836	1610	8878	690	592	20382	2629	4635	4071	9028	5997	1225	2420	5686	408	15908	2163	1614	3237	1497	Metabolism; Metabolism of Cofactors and Vitamins; Riboflavin metabolism
Ribosome	46948	17300	30701	26762	38287	72499	34442	56995	46285	12537	32848	22396	76464	194250	41239	11932	28960	34400	3432	49210	7351	18953	22632	45720	24780	102965	8138	10971	31900	49857	32025	36699	119589	16393	12032	116558	58324	113581	98968	100030	69964	28973	29676	27545	4129	92103	20680	23263	62514	35093	Genetic Information Processing; Translation; Ribosome
Ribosome Biogenesis	26085	8876	18981	16244	24479	41196	19320	32582	24980	6864	18774	11806	46092	115994	25038	7211	14691	18534	1894	23731	4409	11563	19756	22213	12542	59436	4590	6769	19724	28700	18395	19377	73447	9840	6210	64105	34909	54677	49345	66340	43347	14218	17269	26338	2444	50825	11598	12979	33349	17249	Genetic Information Processing; Translation; Ribosome Biogenesis
Ribosome biogenesis in eukaryotes	1215	565	726	544	735	1404	725	1218	944	258	844	707	1717	4279	784	244	977	1030	87	1796	147	374	419	1652	848	2484	239	243	739	1016	731	1137	2298	319	374	2294	1133	4290	3526	2255	1588	1164	838	522	90	1808	474	792	1908	1290	Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes
Salivary secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Digestive System; Salivary secretion
Secondary bile acid biosynthesis	1174	444	618	182	582	1395	826	1201	1095	270	738	643	1667	3754	774	223	955	873	97	1741	37	354	22	1589	765	1991	132	190	762	1328	739	1150	2249	309	381	4512	1042	4051	3205	3473	1295	663	513	89	33	3512	501	649	1653	1231	Metabolism; Lipid Metabolism; Secondary bile acid biosynthesis
Secretion system	18666	6169	18409	12008	28883	27755	12197	22042	17372	4585	14905	8428	29508	74635	17594	5431	9417	12208	1186	14730	3488	8122	32421	14282	8032	39584	3844	6868	15139	17862	12206	11955	48690	6950	3945	32497	24707	34594	32134	60232	33145	9533	14125	46921	1806	25682	9791	11619	21180	11944	Environmental Information Processing; Membrane Transport; Secretion system
Selenocompound metabolism	7624	2916	6684	3804	9153	10674	5947	8537	8050	2064	5673	3831	11633	30299	6257	1984	4816	5403	543	8310	1190	2619	5295	7774	4139	14693	1327	1860	5397	8079	4803	6076	17248	2267	1958	20533	8143	19532	16636	18480	11622	5385	5192	7212	667	16195	3561	4234	10307	5961	Metabolism; Metabolism of Other Amino Acids; Selenocompound metabolism
Sesquiterpenoid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism; Metabolism of Terpenoids and Polyketides; Sesquiterpenoid biosynthesis
Shigellosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Infectious Diseases; Shigellosis
Signal transduction mechanisms	8914	2686	7228	6232	9991	13995	6043	11613	7386	2121	5892	4085	17392	46075	9862	2742	4974	6173	648	7511	1606	4622	8953	7243	3943	21978	1548	2684	6628	8570	6575	6648	28912	3804	2074	13887	13278	17534	16249	26895	15144	4045	5723	12660	752	11131	3506	4426	12006	5581	Unclassified; Cellular Processes and Signaling; Signal transduction mechanisms
Small cell lung cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Human Diseases; Cancers; Small cell lung cancer
Sphingolipid metabolism	5854	1391	3035	1626	3586	14371	6056	9805	10104	2588	3814	1749	9245	20966	4789	695	2692	2818	531	4432	373	1607	797	4108	2011	15794	747	617	3915	10466	5230	4067	15150	2757	1499	40581	9311	10635	10317	16384	8380	2670	2183	1134	244	31711	4147	2416	6354	3153	Metabolism; Lipid Metabolism; Sphingolipid metabolism
Spliceosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Genetic Information Processing; Transcription; Spliceosome
Sporulation	13049	1119	16162	12763	25393	27114	4219	23506	3280	1981	7539	1915	36499	90884	16695	2796	4012	6013	1044	1950	2629	9861	295	3025	1546	53186	1970	4105	12509	10762	14692	7734	68435	10244	2275	5196	34318	5327	12439	62991	30707	1240	6297	2236	1267	4934	556	1569	16575	1433	Unclassified; Cellular Processes and Signaling; Sporulation
Staphylococcus aureus infection	64	108	105	11	281	0	87	12	38	6	74	576	82	18	1465	678	37	639	0	307	30	25	1057	45	314	100	77	26	57	29	1	18	28	2	8	13	55	53	116	112	261	155	64	149	7	45	134	69	24	158	Human Diseases; Infectious Diseases; Staphylococcus aureus infection
Starch and sucrose metabolism	23792	7418	19532	10501	26286	36385	17215	27393	23148	6160	16901	10872	36333	105537	19294	5121	14193	16453	1693	23803	2423	7853	14981	22092	11536	46313	3665	4059	16424	24643	15563	18193	61763	7915	5909	61362	26710	54829	46641	78181	37211	10568	12094	20880	1360	48343	10959	12184	30791	16875	Metabolism; Carbohydrate Metabolism; Starch and sucrose metabolism
Steroid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	Metabolism; Lipid Metabolism; Steroid biosynthesis
Steroid hormone biosynthesis	335	31	3	7	0	1022	713	368	1169	256	314	15	14	10	44	4	14	3	25	0	7	16	255	10	2	4	22	27	244	1090	132	75	28	2	39	4492	8	17	16	259	347	34	65	393	7	3502	662	164	16	13	Metabolism; Lipid Metabolism; Steroid hormone biosynthesis
"Stilbenoid, diarylheptanoid and gingerol biosynthesis"	15	1	59	5	4	4	102	30	8	8	19	27	335	255	61	30	20	7	6	1	0	1	2	6	26	1	0	1	0	56	13	76	1	1	1	0	2	2	2	0	11	0	17	4	4	2	23	4	46	9	"Metabolism; Biosynthesis of Other Secondary Metabolites; Stilbenoid, diarylheptanoid and gingerol biosynthesis"
Streptomycin biosynthesis	6599	2132	4387	2873	5372	10062	6088	6918	8065	2051	4278	2985	8206	28191	5153	1583	3786	4504	469	6486	645	2267	2258	5890	3238	11523	1085	827	5566	9902	4084	4753	15955	1598	1600	31645	5470	15032	12738	17667	9795	4154	3386	2442	465	24822	3657	3215	8329	4611	Metabolism; Biosynthesis of Other Secondary Metabolites; Streptomycin biosynthesis
Styrene degradation	296	15	931	380	1950	1	47	12	102	3	114	141	64	1818	286	152	58	97	6	2	120	26	257	20	2	141	86	10	284	276	80	38	834	34	7	9	79	59	89	335	541	38	115	400	81	10	169	97	410	103	Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation
Sulfur metabolism	5517	1785	3820	2916	5250	8062	5397	5974	8340	1873	4406	2250	6668	18635	3668	1152	2733	3145	360	4640	832	1861	4354	4363	2343	8141	833	1182	5374	7333	3062	3530	10810	1310	1182	22664	4784	10871	9201	14729	8955	2355	3443	6008	420	17794	3357	2858	6018	3434	Metabolism; Energy Metabolism; Sulfur metabolism
Sulfur relay system	4290	1140	3305	3413	4672	8003	2168	5882	2518	942	2869	1342	7844	22468	4420	1076	1481	2397	297	1988	904	1883	5776	2157	1135	11982	770	1716	3885	5518	3523	2337	16252	2219	823	11499	7928	4798	5431	14918	8440	1339	2975	8582	423	9138	2285	2085	5016	1656	"Genetic Information Processing; Folding, Sorting and Degradation; Sulfur relay system"
Synthesis and degradation of ketone bodies	439	88	716	861	1470	9	84	27	179	4	405	362	86	579	773	331	100	164	7	58	165	330	383	80	69	50	50	189	512	387	67	28	175	30	13	17	102	97	101	290	841	93	306	501	65	17	236	121	239	140	Metabolism; Lipid Metabolism; Synthesis and degradation of ketone bodies
Systemic lupus erythematosus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	11	3	0	8	Human Diseases; Immune System Diseases; Systemic lupus erythematosus
TGF-beta signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Environmental Information Processing; Signal Transduction; TGF-beta signaling pathway
Taurine and hypotaurine metabolism	2204	673	1257	1369	1594	3964	2300	2714	3339	820	1598	1042	2994	7781	2148	653	1140	1436	158	1914	323	761	1385	1748	976	3940	325	514	1550	3157	1343	1470	4596	639	513	9063	2281	4406	3859	4537	3209	1314	1359	1800	220	7153	1283	1069	2433	1404	Metabolism; Metabolism of Other Amino Acids; Taurine and hypotaurine metabolism
Terpenoid backbone biosynthesis	11377	3798	8200	7399	11072	18050	8310	13837	11210	3018	8054	5147	18021	45039	10574	3035	6238	7347	811	10172	1915	5046	5080	9663	5132	24598	1852	2676	8705	13053	7839	8107	28340	4116	2705	31937	14613	23704	21183	23764	17455	6216	6987	6233	1093	25213	5040	5096	13953	7331	Metabolism; Metabolism of Terpenoids and Polyketides; Terpenoid backbone biosynthesis
Tetracycline biosynthesis	1945	201	1934	1765	2981	4428	1808	3475	1991	590	1062	670	5222	15378	3446	918	523	1339	176	299	429	1761	1452	314	422	6897	491	792	2529	3382	2093	1093	10680	1254	311	9125	4229	359	1418	4269	4425	609	1026	2001	224	7261	725	464	2384	275	Metabolism; Metabolism of Terpenoids and Polyketides; Tetracycline biosynthesis
Thiamine metabolism	10338	3415	6807	5925	8415	16132	7815	12190	9991	2765	7707	4865	16618	44187	9441	2885	6165	7152	738	10063	1707	4385	5202	9480	4962	21577	1771	2315	8529	11747	6793	7811	27296	3466	2547	27388	12477	23441	20473	26121	16920	5550	6629	6762	968	21684	4116	4662	13635	7245	Metabolism; Metabolism of Cofactors and Vitamins; Thiamine metabolism
Tight junction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular Processes; Cell Communication; Tight junction
Toluene degradation	1859	665	1333	821	2053	3389	1531	2585	2422	637	1058	743	2351	6484	1235	398	950	985	131	1748	251	395	2997	1674	807	3881	520	341	903	2471	1241	1298	4025	646	468	6975	2335	4399	3879	1615	1882	946	1105	4020	355	5297	1147	1253	2170	1327	Metabolism; Xenobiotics Biodegradation and Metabolism; Toluene degradation
Toxoplasmosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Human Diseases; Infectious Diseases; Toxoplasmosis
Transcription factors	35485	9388	43493	23498	67840	58615	17966	48845	21781	7142	22853	14838	70317	179912	41001	10083	17889	22506	2541	25680	5680	15923	34826	25124	13361	99507	5573	10323	24774	29651	29324	24727	120672	18196	7923	44354	61956	61203	61060	97260	62227	16213	21420	51061	2953	35849	11248	16647	44141	19082	Genetic Information Processing; Transcription; Transcription factors
Transcription machinery	18845	4237	12849	14999	20047	35634	16959	25960	25817	6417	11479	5649	30118	80334	15737	3692	7897	9674	1394	11101	2948	8679	6847	10847	5709	42704	2852	3933	14885	26802	13954	11316	54250	7540	3816	77111	25822	26272	25927	48374	29594	6584	9189	9469	1419	60612	9373	6786	20372	8208	Genetic Information Processing; Transcription; Transcription machinery
Transcription related proteins	146	20	111	21	28	801	62	677	11	51	5	100	864	803	665	122	8	48	23	3	7	7	543	22	0	1699	24	38	215	55	385	138	1086	305	59	14	1051	123	419	430	189	292	119	785	9	4	49	120	209	25	Unclassified; Genetic Information Processing; Transcription related proteins
Translation factors	10185	3447	6832	6017	8626	17375	8391	13156	11270	3036	7325	4488	17539	42581	9442	2664	5758	6975	755	9360	1726	4362	5556	8789	4814	22783	1693	2529	6990	11621	7153	7610	27149	3786	2484	27406	13503	21589	19336	22668	15677	5852	6500	7271	967	21661	4836	4740	12930	6723	Genetic Information Processing; Translation; Translation factors
Translation proteins	16858	5559	12869	10588	17378	27193	11966	21585	16114	4404	11810	7367	29119	70829	15758	4285	9389	11276	1235	14980	3039	7968	11694	14319	7709	39319	3023	4926	12242	18217	12235	12286	45466	6663	4036	41228	23532	34958	31924	41385	27116	9255	10952	16281	1699	32800	7599	8152	21581	10961	Unclassified; Genetic Information Processing; Translation proteins
Transporters	157877	55253	202164	83742	307223	208672	70610	186257	80709	26728	110237	84005	282279	766164	172230	47739	104401	117582	11105	166611	21957	69516	118011	155194	82279	376848	23035	34474	92250	116862	116459	128247	474282	66945	40937	186435	227959	387896	341061	402506	255797	77682	98549	158894	12280	150152	47827	82339	212373	119981	Environmental Information Processing; Membrane Transport; Transporters
"Tropane, piperidine and pyridine alkaloid biosynthesis"	2276	748	1560	1813	2190	3524	2001	2589	3118	721	1857	911	3028	7913	1624	491	1160	1289	150	1794	441	1054	1589	1769	873	3951	367	629	1853	2753	1330	1449	4801	648	488	6832	2415	4361	3823	4498	3406	1144	1561	2261	268	5371	1160	1077	2488	1331	"Metabolism; Biosynthesis of Other Secondary Metabolites; Tropane, piperidine and pyridine alkaloid biosynthesis"
Tryptophan metabolism	2183	815	2480	1430	4026	2660	1253	2065	1522	420	1588	1081	3201	8875	1869	643	1191	1343	132	1862	463	740	5182	1886	960	4085	388	926	1652	1913	1254	1455	5484	717	482	2360	2617	4650	4109	3427	3598	1209	1837	7386	232	1928	1822	1716	2549	1770	Metabolism; Amino Acid Metabolism; Tryptophan metabolism
Tuberculosis	2971	945	1811	1956	2264	4643	2366	3377	2996	818	2049	1345	4750	11429	2688	831	1678	2088	213	2831	427	1119	1355	2580	1443	5865	500	618	2434	3602	1923	2211	6829	945	706	9099	3308	6427	5629	7828	4594	1798	1720	1529	262	7199	1293	1349	3695	1995	Human Diseases; Infectious Diseases; Tuberculosis
Two-component system	23458	5408	29464	17969	51660	36159	14921	28021	22816	5795	16806	8014	34590	99346	22078	6317	8900	11655	1420	11027	3938	10852	36116	11435	6160	50376	3797	7436	18957	26490	15977	11822	67188	9341	3984	57500	31607	27228	28782	102705	43802	8611	14819	51749	2715	45323	11502	12019	21210	9433	Environmental Information Processing; Signal Transduction; Two-component system
Type I diabetes mellitus	1068	337	588	522	725	1981	1111	1341	1619	406	780	430	1482	3997	806	253	549	656	78	929	147	374	481	866	472	1960	183	244	800	1507	680	735	2273	316	248	4534	1127	2152	1891	2249	1496	573	609	521	83	3559	603	482	1206	663	Human Diseases; Metabolic Diseases; Type I diabetes mellitus
Type II diabetes mellitus	937	330	641	540	728	1404	823	1141	977	255	662	432	1810	4004	843	257	571	666	72	930	144	366	670	871	494	1954	176	243	679	992	644	779	2315	317	236	2281	1129	2159	1881	2170	1405	552	612	898	75	1807	413	483	1258	674	Human Diseases; Metabolic Diseases; Type II diabetes mellitus
Tyrosine metabolism	6371	2222	5605	3919	8115	8479	5109	6713	7183	1746	4619	3436	9097	26011	5954	2023	3890	4559	441	6498	1002	2265	6557	6134	3265	10832	1313	1743	4617	7149	3741	4778	13868	1663	1513	18218	5841	15216	12898	12196	9779	3959	4176	9136	541	14454	2955	3633	8189	4864	Metabolism; Amino Acid Metabolism; Tyrosine metabolism
Ubiquinone and other terpenoid-quinone biosynthesis	2761	1406	1363	374	1350	7516	4340	4643	6432	1634	2622	1248	4026	5221	2271	706	1395	1456	227	2655	586	180	5976	2573	1293	5410	514	805	2019	5028	2003	2107	3673	976	825	18123	3990	6742	5873	5578	3255	1602	2630	8029	195	14181	3072	2376	2915	2056	Metabolism; Metabolism of Cofactors and Vitamins; Ubiquinone and other terpenoid-quinone biosynthesis
Ubiquitin system	467	249	117	23	18	444	268	212	273	103	225	278	253	615	21	20	427	371	32	867	6	16	275	794	381	305	67	50	177	532	165	468	31	3	157	2252	21	2080	1546	186	232	380	241	405	7	1754	300	394	661	624	"Genetic Information Processing; Folding, Sorting and Degradation; Ubiquitin system"
